,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Empty_Seats,Available_Seat_Miles,Revenue_Passenger_Mile,Missed_Revenue_Miles,Avg_Seats_per_Flight
26805,LAS,RNO,"Las Vegas, NV","Reno, NV",32226,42607,311,345,2006-09,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,10381,14699415,11117970,3581445,137.0
26806,LAS,RNO,"Las Vegas, NV","Reno, NV",37503,46717,341,345,2006-08,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9214,16117365,12938535,3178830,137.0
26819,LAS,RNO,"Las Vegas, NV","Reno, NV",30152,36031,263,345,2006-02,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,5879,12430695,10402440,2028255,137.0
26820,LAS,RNO,"Las Vegas, NV","Reno, NV",37887,45621,333,345,2006-07,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7734,15739245,13071015,2668230,137.0
27564,LAS,RNO,"Las Vegas, NV","Reno, NV",33240,42744,312,345,2007-01,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9504,14746680,11467800,3278880,137.0
27578,LAS,RNO,"Las Vegas, NV","Reno, NV",31098,39456,288,345,2007-02,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8358,13612320,10728810,2883510,137.0
27579,LAS,RNO,"Las Vegas, NV","Reno, NV",26439,33428,244,345,2007-08,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6989,11532660,9121455,2411205,137.0
27597,LAS,RNO,"Las Vegas, NV","Reno, NV",22536,30688,224,345,2007-09,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8152,10587360,7774920,2812440,137.0
27598,LAS,RNO,"Las Vegas, NV","Reno, NV",23496,31620,231,345,2007-12,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8124,10908900,8106120,2802780,137.0
27603,LAS,RNO,"Las Vegas, NV","Reno, NV",22534,30003,219,345,2007-11,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7469,10351035,7774230,2576805,137.0
27606,LAS,RNO,"Las Vegas, NV","Reno, NV",26553,36031,263,345,2007-04,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9478,12430695,9160785,3269910,137.0
27615,LAS,RNO,"Las Vegas, NV","Reno, NV",20816,27811,203,345,2007-10,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6995,9594795,7181520,2413275,137.0
27634,LAS,RNO,"Las Vegas, NV","Reno, NV",25707,33154,242,345,2007-07,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7447,11438130,8868915,2569215,137.0
27641,LAS,RNO,"Las Vegas, NV","Reno, NV",26468,34935,255,345,2007-05,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8467,12052575,9131460,2921115,137.0
27657,LAS,RNO,"Las Vegas, NV","Reno, NV",26624,32880,240,345,2007-06,1838635,410616,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6256,11343600,9185280,2158320,137.0
28828,LAS,RNO,"Las Vegas, NV","Reno, NV",21630,27400,200,345,2008-12,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,5770,9453000,7462350,1990650,137.0
28830,LAS,RNO,"Las Vegas, NV","Reno, NV",26626,35748,261,345,2008-10,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9122,12333060,9185970,3147090,137.0
28838,LAS,RNO,"Las Vegas, NV","Reno, NV",25018,33282,243,345,2008-09,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8264,11482290,8631210,2851080,137.0
28840,LAS,RNO,"Las Vegas, NV","Reno, NV",21875,32743,239,345,2008-11,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,10868,11296335,7546875,3749460,137.0
28843,LAS,RNO,"Las Vegas, NV","Reno, NV",28278,33547,245,345,2008-08,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,5269,11573715,9755910,1817805,137.0
28852,LAS,RNO,"Las Vegas, NV","Reno, NV",26760,33904,248,345,2008-05,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7144,11696880,9232200,2464680,137.0
28899,LAS,RNO,"Las Vegas, NV","Reno, NV",26072,34124,250,345,2008-03,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8052,11772780,8994840,2777940,136.0
28902,LAS,RNO,"Las Vegas, NV","Reno, NV",24625,34652,253,345,2008-01,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,10027,11954940,8495625,3459315,137.0
28906,LAS,RNO,"Las Vegas, NV","Reno, NV",26527,33291,243,345,2008-06,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6764,11485395,9151815,2333580,137.0
28909,LAS,RNO,"Las Vegas, NV","Reno, NV",25621,34387,251,345,2008-02,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8766,11863515,8839245,3024270,137.0
28919,LAS,RNO,"Las Vegas, NV","Reno, NV",24365,33823,248,345,2008-04,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9458,11668935,8405925,3263010,136.0
28923,LAS,RNO,"Las Vegas, NV","Reno, NV",28330,35337,258,345,2008-07,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7007,12191265,9773850,2417415,137.0
28930,LAS,RNO,"Las Vegas, NV","Reno, NV",23863,33017,241,345,2009-07,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9154,11390865,8232735,3158130,137.0
28938,LAS,RNO,"Las Vegas, NV","Reno, NV",31078,40141,293,345,2009-06,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9063,13848645,10721910,3126735,137.0
28943,LAS,RNO,"Las Vegas, NV","Reno, NV",30694,40141,293,345,2009-05,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9447,13848645,10589430,3259215,137.0
28950,LAS,RNO,"Las Vegas, NV","Reno, NV",27666,35757,261,345,2009-04,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8091,12336165,9544770,2791395,137.0
28957,LAS,RNO,"Las Vegas, NV","Reno, NV",26089,37949,277,345,2009-09,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,11860,13092405,9000705,4091700,137.0
28962,LAS,RNO,"Las Vegas, NV","Reno, NV",24837,35209,257,345,2009-08,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,10372,12147105,8568765,3578340,137.0
28963,LAS,RNO,"Las Vegas, NV","Reno, NV",22317,29455,215,345,2009-11,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7138,10161975,7699365,2462610,137.0
28967,LAS,RNO,"Las Vegas, NV","Reno, NV",25480,39319,287,345,2009-10,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,13839,13565055,8790600,4774455,137.0
28971,LAS,RNO,"Las Vegas, NV","Reno, NV",24213,30277,221,345,2009-12,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6064,10445565,8353485,2092080,137.0
29011,LAS,RNO,"Las Vegas, NV","Reno, NV",27713,34798,254,345,2009-03,1902834,419261,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7085,12005310,9560985,2444325,137.0
30947,DFW,ACT,"Dallas, TX","Waco, TX",4497,7038,207,89,2005-08,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2541,626382,400233,226149,34.0
30948,DFW,ACT,"Dallas, TX","Waco, TX",3883,6970,205,89,2005-12,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3087,620330,345587,274743,34.0
30950,DFW,ACT,"Dallas, TX","Waco, TX",4254,7004,206,89,2005-04,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2750,623356,378606,244750,34.0
30953,DFW,ACT,"Dallas, TX","Waco, TX",4432,7140,210,89,2005-06,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2708,635460,394448,241012,34.0
30954,DFW,ACT,"Dallas, TX","Waco, TX",4366,7038,207,89,2005-07,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2672,626382,388574,237808,34.0
30959,DFW,ACT,"Dallas, TX","Waco, TX",4611,7276,214,89,2005-05,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2665,647564,410379,237185,34.0
30964,DFW,ACT,"Dallas, TX","Waco, TX",4138,6868,202,89,2005-09,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2730,611252,368282,242970,34.0
30966,DFW,ACT,"Dallas, TX","Waco, TX",4188,6902,203,89,2005-11,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2714,614278,372732,241546,34.0
30967,DFW,ACT,"Dallas, TX","Waco, TX",4552,7106,209,89,2005-10,11632814,223819,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2554,632434,405128,227306,34.0
31135,DFW,ACT,"Dallas, TX","Waco, TX",4324,7378,217,89,2006-06,11998822,225559,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3054,656642,384836,271806,34.0
31136,DFW,ACT,"Dallas, TX","Waco, TX",4837,8024,236,89,2006-08,11998822,225559,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3187,714136,430493,283643,34.0
31137,DFW,ACT,"Dallas, TX","Waco, TX",4463,7140,210,89,2006-05,11998822,225559,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2677,635460,397207,238253,34.0
31140,DFW,ACT,"Dallas, TX","Waco, TX",3911,7174,211,89,2006-01,11998822,225559,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3263,638486,348079,290407,34.0
31146,DFW,ACT,"Dallas, TX","Waco, TX",4505,7888,232,89,2006-07,11998822,225559,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3383,702032,400945,301087,34.0
31149,DFW,ACT,"Dallas, TX","Waco, TX",4093,7106,209,89,2006-03,11998822,225559,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3013,632434,364277,268157,34.0
31273,DFW,ACT,"Dallas, TX","Waco, TX",4539,6834,201,89,2007-10,12313304,228241,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,2295,608226,403971,204255,34.0
31284,DFW,ACT,"Dallas, TX","Waco, TX",4690,7752,228,89,2007-08,12313304,228241,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781,3062,689928,417410,272518,34.0
36737,ATL,CAK,"Atlanta, GA","Akron, OH",12582,15960,228,528,2009-10,5475213,699935,33.6366996765137,-84.4281005859375,40.9160995483398,-81.4421997070312,3378,8426880,6643296,1783584,70.0
45671,DTW,FNT,"Detroit, MI","Flint, MI",7937,10100,202,56,2009-07,8806874,424043,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883,2163,565600,444472,121128,50.0
83926,DCA,MIA,"Washington, DC","Miami, FL",26561,30636,207,920,2005-06,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,4075,28185120,24436120,3749000,148.0
83932,DCA,MIA,"Washington, DC","Miami, FL",22140,29896,202,920,2005-09,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,7756,27504320,20368800,7135520,148.0
83949,DCA,MIA,"Washington, DC","Miami, FL",24951,30784,208,920,2005-08,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,5833,28321280,22954920,5366360,148.0
83967,DCA,MIA,"Washington, DC","Miami, FL",26071,30972,213,920,2005-05,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,4901,28494240,23985320,4508920,145.0
83982,DCA,MIA,"Washington, DC","Miami, FL",28407,32116,217,920,2005-07,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,3709,29546720,26134440,3412280,148.0
83984,DCA,MIA,"Washington, DC","Miami, FL",31513,36704,248,920,2005-12,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,5191,33767680,28991960,4775720,148.0
84007,DCA,MIA,"Washington, DC","Miami, FL",23999,28722,201,920,2005-04,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,4723,26424240,22079080,4345160,143.0
84011,DCA,MIA,"Washington, DC","Miami, FL",28512,35224,238,920,2005-11,10458534,10886318,38.8521,-77.037697,25.7931995391846,-80.2906036376953,6712,32406080,26231040,6175040,148.0
84382,ORD,MIA,"Chicago, IL","Miami, FL",33313,41924,223,1197,2005-04,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,8611,50183028,39875661,10307367,188.0
84389,ORD,MIA,"Chicago, IL","Miami, FL",24692,26611,202,1197,2005-03,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,1919,31853367,29556324,2297043,132.0
84396,ORD,MIA,"Chicago, IL","Miami, FL",37364,45684,243,1197,2005-05,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,8320,54683748,44724708,9959040,188.0
84404,ORD,MIA,"Chicago, IL","Miami, FL",37195,41548,221,1197,2005-06,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,4353,49732956,44522415,5210541,188.0
84452,ORD,MIA,"Chicago, IL","Miami, FL",32457,41924,223,1197,2005-08,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,9467,50183028,38851029,11331999,188.0
84460,ORD,MIA,"Chicago, IL","Miami, FL",37298,43804,233,1197,2005-11,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,6506,52433388,44645706,7787682,188.0
84470,ORD,MIA,"Chicago, IL","Miami, FL",40113,44744,238,1197,2005-12,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,4631,53558568,48015261,5543307,188.0
84559,ORD,MIA,"Chicago, IL","Miami, FL",39594,46436,247,1197,2005-07,18724160,10886318,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,6842,55583892,47394018,8189874,188.0
85950,TPA,MIA,"Tampa, FL","Miami, FL",2816,3800,200,204,2006-06,2684639,10933486,27.9755001068115,-82.533203125,25.7931995391846,-80.2906036376953,984,775200,574464,200736,19.0
85971,TPA,MIA,"Tampa, FL","Miami, FL",2406,3876,204,204,2006-07,2684639,10933486,27.9755001068115,-82.533203125,25.7931995391846,-80.2906036376953,1470,790704,490824,299880,19.0
86371,DCA,MIA,"Washington, DC","Miami, FL",30059,36556,247,920,2006-03,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,6497,33631520,27654280,5977240,148.0
86398,DCA,MIA,"Washington, DC","Miami, FL",29677,36260,245,920,2006-05,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,6583,33359200,27302840,6056360,148.0
86414,DCA,MIA,"Washington, DC","Miami, FL",32663,36556,247,920,2006-07,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,3893,33631520,30049960,3581560,148.0
86415,DCA,MIA,"Washington, DC","Miami, FL",24805,35076,237,920,2006-09,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,10271,32269920,22820600,9449320,148.0
86426,DCA,MIA,"Washington, DC","Miami, FL",30024,36704,248,920,2006-10,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,6680,33767680,27622080,6145600,148.0
86448,DCA,MIA,"Washington, DC","Miami, FL",29701,35372,239,920,2006-04,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,5671,32542240,27324920,5217320,148.0
86450,DCA,MIA,"Washington, DC","Miami, FL",25783,31820,215,920,2006-02,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,6037,29274400,23720360,5554040,148.0
86456,DCA,MIA,"Washington, DC","Miami, FL",32216,35520,240,920,2006-11,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,3304,32678400,29638720,3039680,148.0
86461,DCA,MIA,"Washington, DC","Miami, FL",30115,35520,240,920,2006-08,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,5405,32678400,27705800,4972600,148.0
86471,DCA,MIA,"Washington, DC","Miami, FL",32397,34780,235,920,2006-12,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,2383,31997600,29805240,2192360,148.0
86485,DCA,MIA,"Washington, DC","Miami, FL",25826,36704,248,920,2006-01,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,10878,33767680,23759920,10007760,148.0
86490,DCA,MIA,"Washington, DC","Miami, FL",31013,35224,238,920,2006-06,10530024,10933486,38.8521,-77.037697,25.7931995391846,-80.2906036376953,4211,32406080,28531960,3874120,148.0
87462,ORD,MIA,"Chicago, IL","Miami, FL",35945,39104,208,1197,2006-12,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,3159,46807488,43026165,3781323,188.0
87466,ORD,MIA,"Chicago, IL","Miami, FL",38490,44736,238,1197,2006-10,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,6246,53548992,46072530,7476462,188.0
87469,ORD,MIA,"Chicago, IL","Miami, FL",35090,43428,231,1197,2006-08,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,8338,51983316,42002730,9980586,188.0
87478,ORD,MIA,"Chicago, IL","Miami, FL",38895,42300,225,1197,2006-11,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,3405,50633100,46557315,4075785,188.0
87486,ORD,MIA,"Chicago, IL","Miami, FL",37567,45308,241,1197,2006-01,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,7741,54233676,44967699,9265977,188.0
87496,ORD,MIA,"Chicago, IL","Miami, FL",41976,45684,243,1197,2006-03,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,3708,54683748,50245272,4438476,188.0
87504,ORD,MIA,"Chicago, IL","Miami, FL",35605,40420,215,1197,2006-02,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,4815,48382740,42619185,5763555,188.0
87512,ORD,MIA,"Chicago, IL","Miami, FL",38653,43992,234,1197,2006-04,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,5339,52658424,46267641,6390783,188.0
87521,ORD,MIA,"Chicago, IL","Miami, FL",39109,44556,237,1197,2006-05,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,5447,53333532,46813473,6520059,188.0
87532,ORD,MIA,"Chicago, IL","Miami, FL",40587,43992,234,1197,2006-06,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,3405,52658424,48582639,4075785,188.0
87542,ORD,MIA,"Chicago, IL","Miami, FL",39096,44368,236,1197,2006-07,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,5272,53108496,46797912,6310584,188.0
87561,ORD,MIA,"Chicago, IL","Miami, FL",32356,42112,224,1197,2006-09,18797710,10933486,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,9756,50408064,38730132,11677932,188.0
87670,ATL,MIA,"Atlanta, GA","Miami, FL",34062,40955,223,595,2006-11,5119641,10933486,33.6366996765137,-84.4281005859375,25.7931995391846,-80.2906036376953,6893,24368225,20266890,4101335,184.0
87681,ATL,MIA,"Atlanta, GA","Miami, FL",27299,40161,208,595,2006-09,5119641,10933486,33.6366996765137,-84.4281005859375,25.7931995391846,-80.2906036376953,12862,23895795,16242905,7652890,193.0
87689,ATL,MIA,"Atlanta, GA","Miami, FL",36792,45839,245,595,2006-10,5119641,10933486,33.6366996765137,-84.4281005859375,25.7931995391846,-80.2906036376953,9047,27274205,21891240,5382965,187.0
87701,ATL,MIA,"Atlanta, GA","Miami, FL",30744,38572,202,595,2006-05,5119641,10933486,33.6366996765137,-84.4281005859375,25.7931995391846,-80.2906036376953,7828,22950340,18292680,4657660,191.0
88299,EYW,MIA,"Key West, FL","Miami, FL",6094,13516,208,126,2007-08,73420,10930366,24.5561008453369,-81.7595977783203,25.7931995391846,-80.2906036376953,7422,1703016,767844,935172,65.0
88300,EYW,MIA,"Key West, FL","Miami, FL",7375,13334,205,126,2007-07,73420,10930366,24.5561008453369,-81.7595977783203,25.7931995391846,-80.2906036376953,5959,1680084,929250,750834,65.0
89222,TPA,MIA,"Tampa, FL","Miami, FL",2273,3895,205,204,2007-11,2711222,10930366,27.9755001068115,-82.533203125,25.7931995391846,-80.2906036376953,1622,794580,463692,330888,19.0
89240,TPA,MIA,"Tampa, FL","Miami, FL",2590,4142,218,204,2007-12,2711222,10930366,27.9755001068115,-82.533203125,25.7931995391846,-80.2906036376953,1552,844968,528360,316608,19.0
